,date,runoff_corrected
89,2007-06-30,1.7081579124463795
90,2007-07-31,0.6335518213426152
91,2007-08-31,0.45490418025486923
92,2007-09-30,0.22276336629709964
93,2007-10-31,0.12030085370063463
94,2007-11-30,0.07958478522232255
95,2007-12-31,0.05148723547882754
96,2008-01-31,0.043380547114197386
97,2008-02-29,0.03337880580856655
98,2008-03-31,0.05780333962702783
99,2008-04-30,0.1724967837214155
100,2008-05-31,1.538080346669391
101,2008-06-30,1.8314706218344763
102,2008-07-31,0.42605068344444214
103,2008-08-31,0.33396388253772047
104,2008-09-30,0.1705743619499123
105,2008-10-31,0.10991963312555972
106,2008-11-30,0.07314028668327809
107,2008-12-31,0.056360328000329384
108,2009-01-31,0.04308844546805603
109,2009-02-28,0.05587709060668889
110,2009-03-31,0.08197993713243695
111,2009-04-30,0.1468868804466265
112,2009-05-31,0.7117623638709573
113,2009-06-30,2.346775588481306
114,2009-07-31,2.667526830432966
115,2009-08-31,0.7097077020091346
116,2009-09-30,0.1842916620327189
117,2009-10-31,0.11666687302125225
118,2009-11-30,0.0644673052273318
119,2009-12-31,0.04009458561513034
120,2010-01-31,0.030646258625617446
121,2010-02-28,0.060914352289218966
122,2010-03-31,0.10388490987927175
123,2010-04-30,0.2259233667306122
124,2010-05-31,0.7228471907120053
125,2010-06-30,1.6685405130687823
126,2010-07-31,3.351401857543997
127,2010-08-31,1.5130792473570494
128,2010-09-30,0.323752655823077
129,2010-10-31,0.1582247416970999
130,2010-11-30,0.10922265657559659
131,2010-12-31,0.06348055451532675
132,2011-01-31,0.0330138922541896
133,2011-02-28,0.04228102665854614
134,2011-03-31,0.06839747404591341
135,2011-04-30,0.13185053456454918
136,2011-05-31,1.1849952981471301
137,2011-06-30,2.292010850622226
138,2011-07-31,0.7640096916536945
139,2011-08-31,0.3499330573360496
140,2011-09-30,0.2700901650714857
141,2011-10-31,0.13282014967345818
142,2011-11-30,0.08101449096150992
143,2011-12-31,0.054941692452917724
144,2012-01-31,0.03935519150916526
145,2012-02-29,0.03799110130234439
146,2012-03-31,0.0858384847744696
147,2012-04-30,0.18198257448227337
148,2012-05-31,0.7612092053883514
149,2012-06-30,1.982055733787531
150,2012-07-31,1.6504018496060298
151,2012-08-31,0.44548980826809187
152,2012-09-30,0.34192821610268664
153,2012-10-31,0.15090723817271406
154,2012-11-30,0.09507043245013164
155,2012-12-31,0.057610949238378825
156,2013-01-31,0.04102001791052037
157,2013-02-28,0.06178747219335491
158,2013-03-31,0.0835854722936363
159,2013-04-30,0.14938479777415012
160,2013-05-31,0.6297563709369801
161,2013-06-30,2.408110663862396
162,2013-07-31,1.5903924277007
163,2013-08-31,0.6398987479290223
164,2013-09-30,0.19790552171552386
165,2013-10-31,0.12892967165317437
166,2013-11-30,0.08083869566828145
167,2013-12-31,0.057180021586461995
168,2014-01-31,0.03695398494832297
169,2014-02-28,0.029818610992894314
170,2014-03-31,0.08034883953960884
171,2014-04-30,0.11198014571404435
172,2014-05-31,0.9403542886185661
173,2014-06-30,2.1339245471032795
174,2014-07-31,1.387688397207471
175,2014-08-31,0.3243150739482796
176,2014-09-30,0.33930252950214296
177,2014-10-31,0.15813533484729808
178,2014-11-30,0.09065911043461611
179,2014-12-31,0.06308144075865889
180,2015-01-31,0.046545585105975874
181,2015-02-28,0.0537738098068254
182,2015-03-31,0.08504026565810706
183,2015-04-30,0.1937652400424122
184,2015-05-31,0.8778536552095422
185,2015-06-30,1.9324804573637937
186,2015-07-31,2.4383177646833105
187,2015-08-31,0.6016946644154779
188,2015-09-30,0.21725258284225477
189,2015-10-31,0.15463375390887216
190,2015-11-30,0.10155411726262294
191,2015-12-31,0.06994982809983792
192,2016-01-31,0.0578732925829845
193,2016-02-29,0.05147320108087325
194,2016-03-31,0.13750966257635802
195,2016-04-30,0.24894422570715075
196,2016-05-31,1.199270901870938
197,2016-06-30,3.107935420153005
198,2016-07-31,0.9864169306856856
199,2016-08-31,0.433974667464888
200,2016-09-30,0.21085585892615005
201,2016-10-31,0.1417658492906978
202,2016-11-30,0.08351918394000836
203,2016-12-31,0.056383692298312534
204,2017-01-31,0.047760737921435495
205,2017-02-28,0.04766474754315619
206,2017-03-31,0.06108905599345791
207,2017-04-30,0.21085399272292168
208,2017-05-31,1.896007417943416
209,2017-06-30,2.4231244815275272
210,2017-07-31,1.2839482885142375
211,2017-08-31,0.4354435368960439
212,2017-09-30,0.22350496486840815
213,2017-10-31,0.146379739851865
214,2017-11-30,0.08993611529846776
215,2017-12-31,0.0579570397491205
216,2018-01-31,0.03871960848404622
217,2018-02-28,0.029289454236667782
218,2018-03-31,0.06166775805294663
219,2018-04-30,0.20738772391186894
220,2018-05-31,0.4541083583879955
221,2018-06-30,2.0901590897064133
222,2018-07-31,1.1704680545964081
223,2018-08-31,0.35289605585598677
224,2018-09-30,0.1939847687698157
225,2018-10-31,0.12206171516718593
226,2018-11-30,0.0679303554099426
227,2018-12-31,0.04947048216187518
228,2019-01-31,0.04371832557565135
229,2019-02-28,0.04613523442793518
230,2019-03-31,0.07324092496704099
231,2019-04-30,0.3446533403871181
232,2019-05-31,0.7407699913255988
233,2019-06-30,1.2100597483310067
234,2019-07-31,2.710537376285495
235,2019-08-31,0.7038730198702763
236,2019-09-30,0.1684883998460282
237,2019-10-31,0.12308322075140134
238,2019-11-30,0.0720746594819852
239,2019-12-31,0.04655327236854716
240,2020-01-31,0.041715859799750864
241,2020-02-29,0.04103473410453442
242,2020-03-31,0.08429809563353878
243,2020-04-30,0.21086921042269421
244,2020-05-31,1.1932111050560803
245,2020-06-30,2.375202708647247
246,2020-07-31,0.9367372025411217
247,2020-08-31,0.45849056587834897
248,2020-09-30,0.2889304980042929
249,2020-10-31,0.1406478077046446
250,2020-11-30,0.0884754490384697
251,2020-12-31,0.06066231589896083
252,2021-01-31,0.04690974943019834
253,2021-02-28,0.0452452558824338
254,2021-03-31,0.08536727649386425
255,2021-04-30,0.10987157462917499
256,2021-05-31,1.2815770692439397
257,2021-06-30,2.211386411229854
258,2021-07-31,1.3697719187525066
259,2021-08-31,0.4010929787213057
260,2021-09-30,0.19339724797442895
261,2021-10-31,0.1366487585859934
262,2021-11-30,0.07146964762178758
263,2021-12-31,0.05487122884317444
264,2022-01-31,0.04990291287774587
265,2022-02-28,0.04182481829493831
266,2022-03-31,0.0982791686261525
267,2022-04-30,0.5030799239626521
268,2022-05-31,1.2221564260664752
269,2022-06-30,0.9654979811585462
270,2022-07-31,0.7315011402220343
271,2022-08-31,0.6667059009642917
272,2022-09-30,0.24980100460156268
273,2022-10-31,0.17048913692998793
274,2022-11-30,0.09521329298771952
275,2022-12-31,0.06546376587569995
276,2023-01-31,0.05361073395717849
277,2023-02-28,0.052252702489219774
278,2023-03-31,0.08348461853516292
279,2023-04-30,0.15310989305626932
280,2023-05-31,0.446096179345057
281,2023-06-30,2.519542521119607
282,2023-07-31,1.9319125560366806
283,2023-08-31,0.4468412572002958
284,2023-09-30,0.1935835859844143
285,2023-10-31,0.143867233362346
286,2023-11-30,0.08940580773797797
287,2023-12-31,0.06665170569605568
288,2024-01-31,0.05663265177731976
289,2024-02-29,0.03581099115442658
290,2024-03-31,0.07429076659667412
291,2024-04-30,0.22022733895691363
292,2024-05-31,1.2554068102612008
293,2024-06-30,1.97843826560558
294,2024-07-31,0.669449039394111
295,2024-08-31,0.4587845927720247
296,2024-09-30,0.22429321036606664
297,2024-10-31,0.13444465505654218
298,2024-11-30,0.08576403884107975
299,2024-12-31,0.058224102607342
300,2025-01-31,0.042404366463088414
301,2025-02-28,0.0440158583170995
302,2025-03-31,0.05792696218550354
303,2025-04-30,0.2643968812323223
304,2025-05-31,1.9139734673046986
305,2025-06-30,1.476300403307737
306,2025-07-31,0.7803489104628614
307,2025-08-31,0.4825294865246005
308,2025-09-30,0.2550812317965968
309,2025-10-31,0.1511887478453568
310,2025-11-30,0.09246505315615129
311,2025-12-31,0.06747428996715238
